what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1506415040029
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1506415040029
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1506415040030
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1506415040030
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1506415040031
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1506415040032
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1506415040033
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1506415040033
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1506415040034
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1506415040034
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1506415040036
started,bundle,org.eclipse.draw2d,3.7.2.v20111017-2020,"org.eclipse.draw2d",1506415040038
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1506415040038
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1506415040039
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1506415040040
started,bundle,org.eclipse.emf.ecore.change,2.7.1.v20120127-1122,"org.eclipse.emf.ecore.change",1506415040040
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1506415040042
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1506415040042
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1506415040043
started,bundle,org.eclipse.emf.transaction,1.4.0.v20100331-1738,"org.eclipse.emf.transaction",1506415040044
started,bundle,org.eclipse.emf.validation,1.4.0.v20100428-2315,"org.eclipse.emf.validation",1506415040045
started,bundle,org.eclipse.emf.workspace,1.5.1.v20110823-1800,"org.eclipse.emf.workspace",1506415040046
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1506415040048
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1506415040048
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1506415040049
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1506415040049
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1506415040050
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1506415040051
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1506415040051
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1506415040052
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1506415040052
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1506415040053
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1506415040054
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1506415040055
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1506415040055
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1506415040056
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1506415040064
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1506415040065
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1506415040065
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1506415040066
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1506415040066
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1506415040066
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1506415040067
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1506415040067
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1506415040067
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1506415040068
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1506415040068
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1506415040068
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1506415040068
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1506415040069
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1506415040069
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1506415040069
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1506415040069
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1506415040070
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1506415040070
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1506415040070
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1506415040070
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1506415040071
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1506415040071
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1506415040071
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1506415040072
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1506415040072
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1506415040073
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1506415040073
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1506415040073
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1506415040074
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1506415040074
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1506415040075
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1506415040075
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1506415040075
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1506415040076
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1506415040076
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1506415040077
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1506415040077
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1506415040077
started,bundle,org.eclipse.graphiti,0.9.0.v20120613-0805,"org.eclipse.graphiti",1506415040078
started,bundle,org.eclipse.graphiti.mm,0.9.0.v20120613-0805,"org.eclipse.graphiti.mm",1506415040078
started,bundle,org.eclipse.graphiti.ui,0.9.0.v20120613-0805,"org.eclipse.graphiti.ui",1506415040078
started,bundle,org.eclipse.featuremodel.diagrameditor,0.1.0.201207021031,"org.eclipse.featuremodel.diagrameditor",1506415040079
started,bundle,org.eclipse.featuremodel.metamodel,0.7.0,"org.eclipse.featuremodel.metamodel",1506415040079
os,sysinfo,,,"linux",1506415040081
arch,sysinfo,,,"x86_64",1506415040081
ws,sysinfo,,,"gtk",1506415040081
locale,sysinfo,,,"en_US",1506415040081
processors,sysinfo,,,"4",1506415040081
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1506415040081
java.runtime.version,sysinfo,,,"1.8.0_131-8u131-b11-2ubuntu1.17.04.3-b11",1506415040081
java.specification.name,sysinfo,,,"Java Platform API Specification",1506415040081
java.specification.vendor,sysinfo,,,"Oracle Corporation",1506415040081
java.specification.version,sysinfo,,,"1.8",1506415040081
java.vendor,sysinfo,,,"Oracle Corporation",1506415040081
java.version,sysinfo,,,"1.8.0_131",1506415040081
java.vm.info,sysinfo,,,"mixed mode",1506415040081
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1506415040082
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1506415040082
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1506415040082
java.vm.specification.version,sysinfo,,,"1.8",1506415040082
java.vm.vendor,sysinfo,,,"Oracle Corporation",1506415040082
java.vm.version,sysinfo,,,"25.131-b11",1506415040082
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1506415046167
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1506415046340
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1506415046347
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1506415046356
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1506415046416
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1506415046424
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1506415046484
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1506415046516
opened,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1506415046562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1506415046599
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1506415046700
started,bundle,org.eclipse.pde,3.7.2.v201202080800,"org.eclipse.pde",1506415046714
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1506415046751
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1506415046753
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1506415047344
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1506415047357
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1506415047388
started,bundle,org.eclipse.graphiti.examples.common,0.9.0.v20120613-0805,"org.eclipse.graphiti.examples.common",1506415048216
opened,editor,org.eclipse.featuremodel.diagrameditor,0.1.0.201207021031,"org.eclipse.featuremodel.diagrameditor.diagrameditor",1506415051175
activated,editor,org.eclipse.featuremodel.diagrameditor,0.1.0.201207021031,"org.eclipse.featuremodel.diagrameditor.diagrameditor",1506415051223
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1506415051233
activated,editor,org.eclipse.featuremodel.diagrameditor,0.1.0.201207021031,"org.eclipse.featuremodel.diagrameditor.diagrameditor",1506415066706
started,bundle,org.eclipse.emf.eef.runtime,1.0.2.v20120216-1513,"org.eclipse.emf.eef.runtime",1506415067490
started,bundle,org.eclipse.emf.validation.ui,1.3.0.v200901271722,"org.eclipse.emf.validation.ui",1506415067521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415197540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1506415197720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415197762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415352812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1506415352894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415352933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415427106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1506415427216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415427264
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1506415497785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415509598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1506415509685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415509722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415638053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1506415638140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415638162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415643611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415658139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415658147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415673142
executed,command,org.eclipse.graphiti.ui,0.9.0.v20120613-0805,"org.eclipse.graphiti.ui.internal.action.SaveImageAction",1506415673156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415673159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415673192
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1506415703371
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1506415704472
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1506415704480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1506415706890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415709669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415728527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1506415730065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415732274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415739414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415795349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415916273
activated,editor,org.eclipse.featuremodel.diagrameditor,0.1.0.201207021031,"org.eclipse.featuremodel.diagrameditor.diagrameditor",1506415922135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415931805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415932603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415958790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415959670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415968423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1506415968496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415968521
no handler,command,org.eclipse.graphiti.ui,0.9.0.v20120613-0805,"org.eclipse.graphiti.ui.internal.action.SaveImageAction",1506415969842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415973992
executed,command,org.eclipse.graphiti.ui,0.9.0.v20120613-0805,"org.eclipse.graphiti.ui.internal.action.SaveImageAction",1506415978129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415978146
no handler,command,org.eclipse.graphiti.ui,0.9.0.v20120613-0805,"org.eclipse.graphiti.ui.internal.action.SaveImageAction",1506415981057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415983770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415991546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415991558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415996884
executed,command,org.eclipse.graphiti.ui,0.9.0.v20120613-0805,"org.eclipse.graphiti.ui.internal.action.SaveImageAction",1506415996908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415996915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415996929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506415999607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506418673658
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1506418701223
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1506418701986
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen.ecore",1506418702000
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen",1506418702018
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1506418702025
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1506418702033
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1506418702041
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1506418702048
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1506418702062
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1506418702073
stopped,bundle,org.eclipse.graphiti.tools.newprojectwizard,0.9.0.v20120613-0805,"org.eclipse.graphiti.tools.newprojectwizard",1506418702085
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1506418702111
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1506418702147
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1506418702161
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1506418702161
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1506418702161
stopped,bundle,org.eclipse.emf.compare.ui,1.2.2.v20120214-0915,"org.eclipse.emf.compare.ui",1506418702168
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1506418702183
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1506418702197
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1506418702231
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1506418702253
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1506418702271
