0,10,1
5,8,1
10,7,1
15,13,1
20,48,1
25,22,1
30,5,1
35,13,1
40,18,1
45,4,1
50,4,1
55,14,1
60,7,1
65,3,1
70,7,1
75,10,1
80,6,1
85,12,1
90,6,1
95,13,1
100,4,1
105,14,1
110,78,1
115,8,1
120,9,1
125,6,1
130,10,1
135,13,1
140,10,1
145,8,1
150,7,1
155,4,1
160,5,1
165,20,1
170,5,1
175,4,1
