0,198,195,7,22
10,195,194,7,19
20,194,190,7,17
30,192,259,7,65
40,191,259,7,62
50,190,260,6,59
60,188,260,6,57
70,187,261,6,54
80,185,261,6,51
90,184,262,6,48
100,182,262,5,46
110,181,263,5,43
120,180,266,5,40
130,178,231,5,23
140,177,241,5,26
150,175,127,5,71
160,174,138,6,73
170,172,149,7,75
180,171,160,7,78
190,170,171,8,77
200,168,181,9,75
210,171,192,10,72
220,177,201,6,70
230,183,208,5,68
240,189,213,7,65
250,195,217,11,63
260,201,221,14,61
270,207,231,15,58
280,213,241,16,56
290,219,250,17,54
300,225,257,15,51
310,231,263,12,49
320,235,270,9,47
330,238,275,5,44
340,241,276,6,43
350,241,277,7,47
360,240,278,9,50
370,239,279,10,54
380,237,280,12,53
390,236,281,14,51
400,235,280,15,48
410,234,276,17,46
420,232,272,19,44
430,231,267,20,42
440,230,263,22,40
450,228,259,24,38
460,227,254,25,36
470,226,250,27,33
480,223,246,29,31
490,218,157,30,30
500,214,154,32,33
510,210,151,34,33
520,206,146,35,33
530,202,139,37,32
540,198,141,38,29
550,194,142,40,26
560,189,144,41,22
570,185,146,42,19
580,181,147,42,16
590,177,113,43,35
600,173,110,44,35
610,169,110,45,35
620,165,109,46,35
630,160,109,47,35
640,156,214,48,12
650,152,215,49,14
660,148,215,49,16
670,144,216,50,19
680,140,216,51,21
690,136,215,52,23
700,131,113,53,37
710,127,117,54,37
720,123,248,55,84
730,119,248,56,84
740,114,249,57,83
750,107,249,57,83
760,100,246,58,83
770,93,241,59,82
780,86,236,60,82
790,79,230,61,82
800,73,225,62,81
810,66,219,63,81
820,59,214,63,81
830,52,209,60,80
840,48,203,56,80
850,47,198,53,80
860,48,192,49,79
870,48,187,46,79
880,49,182,42,77
890,50,176,39,76
900,50,171,36,74
910,51,165,32,73
920,55,160,29,72
930,58,155,25,70
940,60,149,22,69
950,62,144,18,67
960,68,142,15,65
970,73,141,12,63
980,79,141,8,61
990,84,141,5,59
1000,90,141,6,58
1010,96,140,7,56
1020,101,140,9,54
1030,107,140,10,52
1040,113,136,12,50
1050,118,134,13,48
1060,124,134,14,46
1070,129,134,16,44
1080,135,134,17,42
1090,141,134,19,40
1100,146,134,20,39
1110,152,134,21,37
1120,158,134,23,35
1130,163,135,24,33
1140,169,135,25,31
1150,174,135,27,29
1160,180,135,28,27
1170,186,135,30,25
1180,191,224,31,25
1190,197,222,32,27
1200,202,223,34,6
1210,208,225,35,7
1220,214,223,37,7
1230,217,220,38,8
1240,218,214,39,8
1250,219,208,41,9
1260,221,202,42,10
1270,222,196,44,10
1280,223,169,45,51
1290,224,165,46,54
1300,223,162,48,56
1310,222,159,49,59
1320,221,156,50,61
1330,220,157,52,64
1340,222,164,53,66
1350,226,171,55,69
1360,230,179,56,72
1370,234,187,56,74
1380,238,195,54,77
1390,242,202,53,79
1400,246,210,51,82
1410,250,215,50,80
1420,254,220,48,76
1430,258,225,47,72
1440,262,230,45,69
1450,266,235,44,65
1460,269,240,42,61
1470,269,241,41,57
1480,269,242,39,54
1490,269,243,35,50
1500,269,243,31,46
1510,268,244,27,43
1520,265,61,23,66
1530,262,59,19,67
1540,259,56,15,67
1550,256,54,11,66
1560,253,52,10,65
1570,250,53,8,65
1580,247,54,7,64
1590,244,55,6,63
1600,241,56,5,63
1610,238,57,5,62
1620,235,58,6,61
1630,232,59,8,61
1640,229,60,9,60
1650,226,61,11,59
1660,223,62,13,56
1670,220,63,15,52
1680,217,64,16,48
1690,214,65,18,45
1700,211,66,20,41
1710,208,145,22,65
1720,205,144,23,62
1730,202,143,24,59
1740,199,141,22,55
1750,197,140,20,52
1760,194,139,18,49
1770,191,138,16,46
1780,188,136,15,42
1790,185,214,13,54
1800,182,209,11,52
1810,179,204,9,49
1820,176,198,7,47
1830,173,193,6,45
1840,170,188,5,43
1850,167,182,5,40
1860,164,177,5,38
1870,161,172,6,36
1880,158,166,7,34
1890,156,161,7,31
1900,155,156,8,29
1910,155,165,8,84
1920,155,164,9,81
1930,154,163,10,79
1940,154,162,10,77
1950,153,161,11,74
1960,153,160,11,72
1970,152,159,12,70
1980,152,158,13,67
1990,150,157,13,65
2000,149,156,14,63
2010,147,155,14,60
2020,149,156,15,58
2030,152,157,15,56
2040,155,156,15,54
2050,157,153,16,51
2060,160,151,16,49
2070,163,149,16,47
2080,165,146,15,44
2090,168,144,15,42
2100,171,142,14,40
2110,173,140,13,37
2120,176,140,12,35
2130,179,140,11,33
2140,182,140,10,30
2150,184,155,9,33
2160,187,153,8,36
2170,190,150,7,40
2180,192,146,6,43
2190,195,143,5,47
2200,196,138,5,50
2210,196,131,6,54
2220,196,125,7,57
2230,195,119,8,61
2240,195,113,8,64
2250,195,107,8,67
2260,194,101,7,63
2270,194,95,7,59
2280,194,89,7,55
2290,193,83,7,52
2300,190,80,9,48
2310,185,79,10,44
2320,180,79,11,40
2330,175,155,12,54
2340,170,158,13,57
2350,165,161,13,60
2360,160,163,14,63
2370,154,164,14,67
2380,149,165,15,70
2390,144,166,16,69
2400,139,167,16,69
2410,134,168,17,68
2420,129,169,18,67
2430,129,170,18,66
2440,134,171,19,65
2450,139,172,19,65
2460,144,173,20,64
2470,149,174,21,63
2480,157,175,21,62
2490,165,176,22,62
2500,172,177,23,61
2510,179,178,23,60
2520,185,179,24,59
2530,192,180,23,59
2540,192,181,21,58
2550,193,183,19,57
2560,193,187,17,56
2570,193,195,15,55
2580,193,204,13,55
2590,191,213,11,54
2600,187,222,9,53
2610,183,231,7,52
2620,178,240,5,52
2630,174,249,6,51
2640,170,253,8,48
2650,165,258,11,44
2660,161,262,13,41
2670,157,160,16,9
2680,152,161,18,9
2690,148,204,21,30
2700,144,202,23,65
2710,140,197,26,68
2720,135,191,28,66
2730,131,186,31,64
2740,125,180,33,62
2750,118,174,36,60
2760,115,169,38,58
2770,114,163,39,56
2780,116,160,40,55
2790,119,157,41,53
2800,121,155,41,51
2810,124,151,42,49
2820,126,147,42,47
2830,129,144,43,45
2840,131,140,44,43
2850,134,136,44,42
2860,137,133,45,40
2870,139,129,46,38
2880,142,127,46,36
2890,144,128,47,34
2900,147,128,47,32
2910,149,151,48,67
2920,152,148,49,69
2930,154,145,49,72
2940,157,142,50,74
2950,160,144,51,76
2960,162,145,51,78
2970,165,146,52,80
2980,167,147,52,82
2990,170,149,53,84
3000,172,150,54,84
