0,0,1
5,0,1
10,1,1
15,0,1
20,0,1
25,0,1
30,0,1
35,0,1
40,0,1
45,2,1
50,0,1
55,0,1
60,0,1
65,1,1
70,0,1
75,0,1
80,1,1
85,0,1
90,1,1
95,0,1
100,1,1
105,4,1
110,0,1
115,0,1
120,0,1
125,0,1
130,1,1
135,1,1
140,1,1
145,0,1
150,1,1
155,0,1
160,5,1
165,0,1
170,0,1
175,0,1
